id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1425501856697040897,𝘍𝘭𝘰𝘳𝘦𝘯𝘤𝘦,,𝘐 𝘭𝘰𝘷𝘦 𝘵𝘰 𝘸𝘢𝘵𝘤𝘩 𝘧𝘪𝘨𝘶𝘳𝘦 𝘴𝘬𝘢𝘵𝘪𝘯𝘨 & 𝘬-𝘥𝘳𝘢𝘮𝘢𝘴 (𝘬-𝘥𝘳𝘢𝘮𝘢 𝘴𝘵𝘢𝘯 𝘢𝘤𝘤𝘰𝘶𝘯𝘵 ~ @floloveskdramas),2018-01-30 15:54:02,431,500,70614,False,2021-08-11 16:58:21,"After my 1st dose I was mostly fine: tired, sleepy, and a sore arm; after my 2nd does not so fine: fever, chills &amp;… https://t.co/KadRXSJv66",,Twitter Web App,0,0,False
1343629060795195394,Emi Mei,,"Roman, #wine #food #journalist #sommelier #maitre IT, ESP, ENG, DE, FR. I ❤️ #winelover and I’m an Awaken #Patriot",2008-12-27 02:52:58,4567,5000,51404,False,2020-12-28 18:45:06,"Quindi che caxxo li famo a fa’? 
Hence, what the fcuk should we get the jab for? #COVID19 #CovidVaccine… https://t.co/HKHiMKkJjg","['COVID19', 'CovidVaccine']",Twitter for iPhone,0,0,False
1367159082130546693,TheDevelopmentPeople,Stonehouse,Trusted #training & #development business partners for #GeneralPractice &more. 1400+ #GPReceptionists have benefited from our Frontline+ Programme. DM for info!,2017-08-15 10:16:48,354,1816,460,False,2021-03-03 17:05:00,Firts analysis on PfizeR vaccine 😃#vaccine #PfizerBioNTech https://t.co/8IKJgGbhmP,"['vaccine', 'PfizerBioNTech']",Twitter Web App,0,0,False
1425888211021225990,Lois FP,,"Pharmacy nerd, baker, happiest at the beach
No DMs please",2013-08-25 20:30:23,144,412,1440,False,2021-08-12 18:33:35,"@jennmckay007 #PfizerBiontech, hardly any side effects. Sore arm on day 1 with the first and a little fatigue on da… https://t.co/5DwiHr8ERo",['PfizerBiontech'],Twitter for Android,0,0,False
1446034834296504321,WeAreTheNewMedia,,#Tyler #WeAreChange #WeAreTheNewMedia #ZeroHedge #SaltyArmy #D2NWO 🐝❤👊🧼💥👌⭐⭐⭐ #LetsGoBrandon https://t.co/zYTWfoaGHP,2021-07-03 12:42:30,453,1324,1890,False,2021-10-07 08:49:05,"#VeritasArmy #SaltyArmy #InfowarsArmy #DistributionByProxy
💪😎👊

#PfizerLeaks #PfizerLeaks #PfizerExposed… https://t.co/8LI2gvJxcJ","['VeritasArmy', 'SaltyArmy', 'InfowarsArmy', 'DistributionByProxy', 'PfizerLeaks', 'PfizerLeaks', 'PfizerExposed']",Twitter for Android,0,0,False
1407775469605249026,The Peninsula Qatar,Qatar,"News you can trust. Local Focus Global Vision. 
The official account of The Peninsula, a Qatari daily newspaper.",2009-07-25 08:41:05,55677,226,779,True,2021-06-23 19:00:01,Rare cases of heart inflammation in adolescents and young adults is likely linked to vaccination with the… https://t.co/cbczERFIvv,,TweetDeck,1,0,False
1380071182444077057,Geraldine,Singapore ,Ordinary gal with an extraordinary dream...Living life for God...loving His people...,2009-01-22 15:16:42,240,267,23,False,2021-04-08 08:13:05,Feels like a tag on the arm...annoying...not considered pain #COVID19 #vaccination #PfizerBiontech,"['COVID19', 'vaccination', 'PfizerBiontech']",Twitter for iPhone,0,0,False
1430151732017827853,Ferdous Polash,"Dhaka, Bangladesh","Deputy Publicity Secretary, Bangladesh Students' League",2012-01-07 10:29:13,70,129,89,False,2021-08-24 12:55:18,"Ten lakh doses of #Pfizer vaccine gifted by the #USA, will arrive in #Bangladesh on August 30th. The consignment is… https://t.co/OlUpQUoklh","['Pfizer', 'USA', 'Bangladesh']",Twitter for Android,0,0,False
1340337419007176705,Dr.Krutika Kuppalli,,"ID, Global Health, VHF, Pandemic Prep, Emerging Infections, & Health Policy MD| U.S. Congress COVID-19 expert witness x 2 | ELBI 2020 @JHSPH_CHS",2019-03-25 04:14:29,22339,593,7889,True,2020-12-19 16:45:17,Watching the #ACIP meeting on the @moderna_tx #CovidVaccine just like last week with the #PfizerBioNTech #vaccine.… https://t.co/c7z9b3Boom,"['ACIP', 'CovidVaccine', 'PfizerBioNTech', 'vaccine']",Twitter for iPhone,1,18,False
1351234701017690114,TheRag,Ragbag Of Reviews And Insights,siya@mmvii.co.za/heelextension@gmail.com,2019-02-11 18:11:23,488,5006,58,False,2021-01-18 18:27:12,#EU Plans To Purchase 300-million More #Covid19 Vaccines https://t.co/E6CxrV4yHA #covidvaccines #Pfizer… https://t.co/awTNlRCttb,"['EU', 'Covid19', 'covidvaccines', 'Pfizer']",Twitter Web App,1,0,False
1348361861528481792,Paul Kelly,"Cork, Ireland","Radiation Oncologist, Bon Secours UPMC Cork 🇮🇪 UCC grad. Triathlon for relaxation! Views my own",2013-12-24 21:14:57,1177,1163,7016,False,2021-01-10 20:11:33,"This is not un-cap and shoot folks, great description here #COVID19 #vaccine #PfizerBioNTech https://t.co/m1DnTgaQmx","['COVID19', 'vaccine', 'PfizerBioNTech']",Twitter for iPhone,4,14,False
1346900989492797445,fabfrankie1-italy 💙,The Valleys,"Wife,mum of 3,sister,aunty+friend. Is a slave to 2 cats.Treats people how she likes to be treated believes in karma & laughter. Be kind. NO DM'S OFF MEN🔫🗡💉💣",2013-01-27 23:04:53,19810,19595,70041,False,2021-01-06 19:26:34,Maybe give them the 2nd vaccine 21-28 days after the 1st one they had as the manufacturer #PfizerBioNTech have said… https://t.co/Slzb055Ohp,['PfizerBioNTech'],Twitter for iPad,0,5,False
1462101820331806724,Jaano Junction,,"Made with curiosity, for intellectually curious generation. News + Art",2017-05-07 20:21:52,87,65,760,False,2021-11-20 16:53:33,"#NewsRail: Pfizer Vaccine For Children Of 5-11 Age Group Approved In #Canada

Read the full story here:… https://t.co/8EAywhy12H","['NewsRail', 'Canada']",Twitter for iPhone,0,0,False
1429836717356457992,GCP-Service International,"Bremen, Germany","Full-Service Clinical Trials solutions provider, CRO in Germany. 
Benefit from our Flexibility, Speed, Precision, & Agile Team
Bd@gcp-service.com",2020-10-28 12:55:27,59,109,58,False,2021-08-23 16:03:33,"The #FDA just approved the first #COVID-19 Vaccine, the #PfizerBiontech vaccine and will now be marketed as… https://t.co/FtXW5BH2WD","['FDA', 'COVID', 'PfizerBiontech']",Twitter for iPhone,0,0,False
1364468626867191810,New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,740458,428,952,True,2021-02-24 06:54:05,#NSTnation Prime Minister Tan Sri Muhyiddin Yassin received the first dose of the Pfizer-BioNTech Covid-19 vaccine… https://t.co/ZC6QbowWI7,['NSTnation'],Twitter Web App,33,57,False
1348022703635230726,Michelle Mulcahy,"Cork, Ireland",Consultant Child and Adolescent Psychiatrist. @hselive for service queries. personal account. views are my own,2020-02-05 22:47:54,64,84,152,False,2021-01-09 21:43:52,Grateful to recieve first dose @pfizer #PfizerBioNTech #COVID19Vaccination https://t.co/aI2JV9pGhu,"['PfizerBioNTech', 'COVID19Vaccination']",Twitter for iPhone,1,6,False
1458953029726744578,Arnold V Ancheta,"Maryland, USA",Tabungao,2011-03-17 07:25:12,301,1990,21874,False,2021-11-12 00:21:22,"Calix Ancheta
COVID-19 Vaccines
Pfizer-BioNTech
Ages 5-11
#Pfizer
#pfizer1stdose
#PfizerBioNTech
#PfizerVaccine… https://t.co/kpHNpMwAXm","['Pfizer', 'pfizer1stdose', 'PfizerBioNTech', 'PfizerVaccine']",Twitter for iPhone,0,0,False
1343588695388123148,Salmakaveli,,"BACK TO TWITTER
Anything but predictable!
More than 17 countries..
A.C.Milan🔴⚫
#thereisnocovid19
🇮🇹🇲🇦",2020-08-22 19:24:49,233,415,14474,False,2020-12-28 16:04:42,"A 75 year old #khazarian man from Beit Shean died Monday morning from cardiac arrest, about 2 hours after receiving… https://t.co/NmCO5LK0aI",['khazarian'],Twitter for Android,3,0,False
1339648661928759302,RED HORSE,,,2020-08-19 12:31:54,3,0,1556,False,2020-12-17 19:08:25,"@ZeeNewsEnglish CERTIFICATE OF VALIDATION IDENTIFICATION=COVID

COV-ID) IDENTIFICATION CHIPS SIMILAR TO THE ONES TH… https://t.co/mWkUsMvlmg",,Twitter for Android,0,1,False
1431360479956545543,Bh News,Bahrain,"Bahrain, GCC, Middle East and International news.

Facebook bhnews.eng
Instagram bhnews.eng",2017-09-20 22:17:10,1125,25,19,False,2021-08-27 20:58:26,No deaths among individuals under the age of 50 who received #SputnikV or Pfizer-BioNTech vaccine - Study conducted… https://t.co/nEyvbzMQWt,['SputnikV'],Twitter for Android,0,0,False
1382155641666490368,The Straits Times,Singapore,"Stay in the know with the latest news from Singapore and around the world. Breaking news | Exclusives | Opinion 
📧: stshare@sph.com.sg
📱: https://t.co/yTmX7znOOT",2009-05-05 06:48:23,1083974,127,2,True,2021-04-14 02:15:58,"The #Moderna #Covid19 jab is now available at 11 of 38 #vaccination centres in Singapore, while the rest are offeri… https://t.co/lV9XXJoU0Z","['Moderna', 'Covid19', 'vaccination']",Twitter Web App,44,65,False
1357257267947667460,Sheila O'Flanagan 📚📚📚,"Dublin City, Ireland",Author. Likes turning ideas into books. Not disciplined just panicky. Latest book: The Women Who Ran Away,2009-05-20 14:59:51,12367,1966,24128,True,2021-02-04 09:18:43,I’ve read two articles that talk about “spare” #AstraZeneca vaccines following a #NPHET recommendation to use… https://t.co/VxqMRC146v,"['AstraZeneca', 'NPHET']",Twitter for iPad,0,10,False
1369615022616313856,IANS Tweets,New Delhi,India's largest independent News Agency,2010-05-08 13:21:45,62485,45,137,True,2021-03-10 11:44:02,Around 2 per cent of people who received the first dose of #PfizerBioNTech and #Moderna's mRNA-based… https://t.co/iR2ZoS9E3h,"['PfizerBioNTech', 'Moderna']",Twitter Web App,2,2,False
1339603999100555265,Anees انيس M.D.,"Portland,OR🏠  / Chino, CA 🏥",39 | Muslim | Blazermaniac | OES & Reed College Grad | M.D. #RipCity Currently: Family Medicine PGY-2 in SoCal,2011-04-18 21:00:35,644,1021,69194,False,2020-12-17 16:10:56,Vaccinated! (Dose #1)  #PfizerBioNTech https://t.co/6asA2BjBHA,['PfizerBioNTech'],Twitter for Android,1,39,False
1344164489592242179,The_Nation,Pakistan,Keeping you updated on the go,2008-05-10 05:33:30,86332,272,139,True,2020-12-30 06:12:42,"EU to buy extra 100m doses of Pfizer/BioNTech vaccine
https://t.co/fqQhWaDU4t
#PfizerBioNTech https://t.co/DUqGCHSO72",['PfizerBioNTech'],TweetDeck,0,4,False
1339603381665423365,The Frontiers Of,Earth,Uncovering our true potential daily...,2017-10-22 21:28:07,62,157,279,False,2020-12-17 16:08:29,Alaskan Healthcare Worker Suffers Severe Allergic Reaction To Covid-19 Vaccine #PfizerCOVIDvaccine #PfizerBioNTech… https://t.co/V5PWnLcSsr,"['PfizerCOVIDvaccine', 'PfizerBioNTech']",Twitter Web App,1,2,False
1372095198151475203,Imminent Global News,,World news for global citizens - We search for the most shared news in any language and bring them to you.,2020-04-29 13:04:54,10110,1,8,False,2021-03-17 07:59:22,"🇲🇾 #NSTnation Selangor recorded the highest number of vaccinations with 41,913 people, followed by Perak (39,404),… https://t.co/8tFO6G0LY2",['NSTnation'],Imminent News,0,0,False
1363884362123591690,Roger,"Devon, glorious Devon","Cycling statistician, folk aficionado, alliteration addict",2011-04-14 14:04:22,402,349,28213,False,2021-02-22 16:12:26,"@TomChivers Online now. Yes, big CI overlap as few #oxfordastrazeneca  &gt; 27 days post-vaccination.

But pretty clea… https://t.co/AAwAVrJvDG",['oxfordastrazeneca'],Twitter for Android,0,0,False
1398909756153204737,Harry Spoelstra,"Knokke,a spot in this Universe","CardioVascular Surgeon, international clinical research, spin-offs, peer-Reviewer, globetrotter, #covididiots/insults =instant block",2011-03-29 14:51:59,2020,1281,97738,False,2021-05-30 07:50:51,"Belgium, are you listening and vaccinated remains fully vaccinated! #AstraZeneca #PfizerBioNTech 
@wbeke… https://t.co/3H7jt0MGCG","['AstraZeneca', 'PfizerBioNTech']",Twitter for Android,3,8,False
1348757052177444870,Simon Hodes ⬅️2m➡️ 😷,"GP Partner, Watford ",#Chronoptimist • NHS Dr 1996 GP Partner 2001 • LMC Rep •Trainer • Appraiser • #ItsNotJustCovid #ContinuityOfCare #Diabetes • Old Manc • Own Views • 🏊🏃🚴‍♀️,2014-07-28 13:32:12,2228,2551,22068,False,2021-01-11 22:21:54,"@gpdiarist @nadhimzahawi @doctorshaib It's very complex
If there's a separate rule for HCWs to have their… https://t.co/YRSjBiJwDt",,Twitter Web App,0,2,False
1352977830406217728,🕷Financial Bear 3.5%,#KeepFightingMichael,"Pro the EU for the opportunities it offers citizens.Lower tax,less authority, power to the people not politicians. Love coffee,running, Formula-E",2012-03-10 08:03:36,1683,925,29735,False,2021-01-23 13:53:46,@10DowningStreet Which could be a moot point as you have messed the delivery protocol as set out by #PfizerBioNTech… https://t.co/xGeI9hZ7rX,['PfizerBioNTech'],Twitter for iPhone,0,0,False
1361978700808351748,www.THEPIGEONEXPRESS.com,online,The Pigeon Express @PigeonExpress_ || News Feed,2018-10-30 05:54:46,996,20,4107,False,2021-02-17 10:00:01,South Korea accuse North Korea of attempting to steal Pfizer-BioNTech COVID19 vaccine information #Pfizer… https://t.co/TvaiUrxbvx,['Pfizer'],TweetDeck,0,0,False
1341186138795626501,Prof Wael Gaber,"Manchester, England","Master of Business Administration
Supply Chain professional",2020-05-21 20:14:56,38,423,675,False,2020-12-22 00:57:48,"I want to ask World Health Organization (WHO) 
Isn't it strange to find a new strain evolution of #COVID19  in the… https://t.co/pLhfwi4aR9",['COVID19'],Twitter for Android,0,0,False
1338722981602881536,washurhands,,I use to have a life but now I have twitter. It's less painful that way. And not as messy.,2011-10-14 05:46:14,387,755,13054,False,2020-12-15 05:50:05,"Why wasn’t Jennifer Haller, first person in USA given the trial vaccine, given @TIME Person of the year?… https://t.co/e0Vxo9r02w",,Twitter for iPhone,0,0,False
1347851842420670464,James Murphy,"Tullogher Kilkenny, Ireland",HSE Man,2010-01-11 17:43:53,112,727,2494,False,2021-01-09 10:24:55,"We are getting there slowly but surely, stay strong everyone #KeepTheFaith #CovidVaccine #PfizerBioNTech https://t.co/1Wt6kAawlE","['KeepTheFaith', 'CovidVaccine', 'PfizerBioNTech']",Twitter for Android,0,3,False
1346493513148600323,ᒍEᔕᔕIᑕᗩ EᐯEᖇᔕᕼEᗪ,TN27,#Design #ceramics #politics #feminism #thinking #parenting. The world is amazing enough without believing in magic & horrible enough not to believe conspiracies,2009-01-14 13:06:06,829,1717,4832,False,2021-01-05 16:27:24,Managed to get mum her #secondvaccination #win. Now I am haunted by a vision of the country being run by 80 year ol… https://t.co/Dx1DqcDA9l,"['secondvaccination', 'win']",Twitter Web App,0,0,False
1342081715452391426,Robin Millar,Aberconwy,#Conservative MP for #Aberconwy. Other views welcome. Surgery details on website. Responses and all casework via robin.millar.mp@parliament.uk,2019-11-13 23:30:55,2803,307,379,False,2020-12-24 12:16:30,"A thread on Covid-19 vaccinations.

The foresight, up-front investment and negotiation of 🇬🇧 @DHSCgovuk ensured:

✅… https://t.co/jIPPDIrZY8",,Twitter for Android,2,9,False
1344992970257399809,A Slight Return,,"Non gogoa, han zangoa / Wherever your thoughts go, your feet will follow",2020-01-15 09:21:58,113,180,63789,False,2021-01-01 13:04:47,"#CovidVaccine cost comparison for those debating cause of UK
#CovidVaccineDelays

#PfizerBioNTech: UK Govt paid £24… https://t.co/13thC9Kmss","['CovidVaccine', 'CovidVaccineDelays', 'PfizerBioNTech']",Twitter for Android,3,4,False
1341431035385569281,Simone Baglivo,Italy,"Reporter, @SkyNews freelance field producer, @Retake_Roma volunteer and head of press, @FedericoLobuono campaign manager, @Quirinale 2018 volunteering award",2019-01-03 10:45:54,644,610,4182,False,2020-12-22 17:10:56,BREAKING: the Italian Medicines Agency (#AIFA) approves the use of the #PfizerBioNTech vaccine in #Italy. This foll… https://t.co/b4RK8Hbqmc,"['AIFA', 'PfizerBioNTech', 'Italy']",Twitter for iPhone,0,5,False
1349056715875094531,Zena,"Rainham, Kent, England",,2009-03-03 19:11:50,165,319,1759,False,2021-01-12 18:12:39,"1st dose.... big thanks to @NHSKentCHFT the whole process at Sheppey Community Hospital was effortless, the staff a… https://t.co/192BnNRGXW",,Twitter for Android,3,15,False
1438162103022538756,Imran Liaqat,"قصور, پاکستان","A teacher and photographer, tourist.",2021-09-08 15:23:07,0,2,0,False,2021-09-15 15:25:39,"@mohapuae I'm from #Pakistan , I have vaccinated  two dose  of #Sinovac, can i travel for dubai after booster dose of #PfizerBiontech.","['Pakistan', 'Sinovac', 'PfizerBiontech']",Twitter for Android,0,0,False
1339818951870656518,Gem News,East Midlands,Here you'll get updates from our @PlayGemRadio news team. Got a story? email: news@gem106.co.uk or call us on: 0115 9106 116.,2015-10-22 13:02:55,2632,2046,484,False,2020-12-18 06:25:05,Derbyshire GPs will start vaccinating patients against #coronavirus this morning A surgery in #Dronfield will be th… https://t.co/h7WPQIjTda,"['coronavirus', 'Dronfield']",TweetDeck,0,0,False
1379577805420130306,Megan Airton-C,,Project manager and Vancouver mom of 7 yo twin girls. Living and working on unceded Indigenous land. Proud ally of the LGBTQ2S community. She/her.,2012-10-30 01:02:24,201,316,24085,False,2021-04-06 23:32:34,My mum and dad got their first doses of #PfizerBiontech today and I am just so so incredibly grateful and relieved.… https://t.co/axWo5XvTql,['PfizerBiontech'],Twitter for iPhone,0,10,False
1438163106123952132,4T,,"Welcome to 4T. Get access to global markets instantly.
Trade confidently commission-free FOREX , INDICES , SHARES , COMMODITIES and CRYPTOCURRENCIES",2020-06-08 11:35:55,11,17,6,False,2021-09-15 15:29:38,Pfizer says Israel data shows third Covid shot restores protection from infection to 95% as it makes case to FDA fo… https://t.co/3HpqDxdO5F,,Twitter Web App,0,1,False
1427758274322042887,bizbahrain,"Manama, Kingdom of Bahrain",Your first comprehensive Bahraini business portal | Get the latest business news updated daily | All business sectors covered | Monthly print issue,2012-09-05 08:30:20,5874,1845,2338,False,2021-08-17 22:24:33,#Boosterdoses approved for the #immunocompromised and people over 60 who are fully vaccinated with #PfizerBiontech… https://t.co/FPVjIe1RF0,"['Boosterdoses', 'immunocompromised', 'PfizerBiontech']",Twitter for Android,1,0,False
1351913578333413376,thorne_roses_,Canada,Is a Reality TV addict.  Being  mean to me is YOU'RE worst mistake. ❤❤❤,2009-04-17 03:29:50,111,252,5365,False,2021-01-20 15:24:49,@fordnation  you should have reached out to @pfizer  not @JoeBiden  do the right thing.#PfizerBioNTech #vaccine  #Canada,"['PfizerBioNTech', 'vaccine', 'Canada']",Twitter for Android,0,0,False
1375912606611996672,Natasha Atkins,"Virginia, USA",IG and 👻Mztash2haute  Mommy of 4️⃣ 💍 to a BK 👑 Chef by trade Owner of Tasteful Expressions RVA,2009-04-19 23:50:56,148,988,310,False,2021-03-27 20:48:23,Me and the hubby @brooklyngee got our 1st shot so we can go outside again #covidvacccine #vsu #pfizerbiontech… https://t.co/DcMHsQrFOH,"['covidvacccine', 'vsu', 'pfizerbiontech']",Instagram,0,0,False
1348459975174184962,Tracey Muhammad,,"Believer, Sister",2012-09-18 02:46:16,195,599,2935,False,2021-01-11 02:41:25,"#PublicHealth #COVID19 #Modernavaccine #Moderna #PfizerBioNTech #PfizerCovidVaccine 

(2/4)
""According to its organ… https://t.co/2U8IiriYw0","['PublicHealth', 'COVID19', 'Modernavaccine', 'Moderna', 'PfizerBioNTech', 'PfizerCovidVaccine']",Twitter Web App,1,0,False
1397472512808652800,Charlotte Sam,Singapore,"Reputation, brand comms specialist. Love all things tech and science. Works in healthcare. Views are my own.",2012-04-18 00:49:29,624,1774,596,False,2021-05-26 08:39:45,#COVID19Vaccine making it’s way to #children in #singapore. Interestingly it’s a near 50-50 toss-up between willing… https://t.co/8etqCKUci4,"['COVID19Vaccine', 'children', 'singapore']",Twitter for iPhone,0,1,False
1338463828057657344,iTV SA,South Africa,"iTV networks  . Connecting communities in Africa and beyond , 24/7 on Dstv Channel 347",2012-06-07 14:25:42,9446,393,1118,False,2020-12-14 12:40:18,"US HEALTH CARE WORKERS &amp; MOST VULNERABLE TO RECEIVE THE PFIZER-BIONTECH SHOTS
Trucks on Sunday began shipping milli… https://t.co/4AAgDXqvsU",,Twitter Web App,0,0,False
1422794709223702529,🌻gelabin🆔️ 131,,"medical ICU nurse, an 🆔️, an ikonic, a blackjack, a v.i.p, an exo-l 


































































한비나 행복하자

@shxx131bi131",2011-06-24 10:35:48,271,259,40496,False,2021-08-04 05:41:07,"our Mama got her first COVID vaccine today 🥰💉 
Thanks to St. Luke's Medical Center-Global City for the vacc. (Perks… https://t.co/1q4GHNhHta",,Twitter for Android,0,4,False
1341942727643164673,Carrie Geist,,Mom of 2. Rheum PA-C @coordhealth since 2008 and now @LVHN,2009-04-23 11:14:23,13,176,1916,False,2020-12-24 03:04:13,Finally! What a fantastic Christmas gift! Please get vaccinated if your health care provider recommends it when it… https://t.co/1M0jTsYZqm,,Twitter for iPhone,2,4,False
